Lat,Long_,Deaths,Case_Fatality_Ratio,Cases,Deaths_Predicted,Case_Fatality_Ratio_Predicted,Cases_Predicted,Abs_Deaths,Abs_Case_Fatality_Ratio,Abs_Cases
41.20596782,-90.74290052,51,1.0502471169687,4856,79.3412,1.29345,9718.17652,28.3412,0.243202883031302,4862.17652
38.27594376,-90.17761038,135,1.20245835931237,11227,68.79997,1.11599,8315.15386,66.20003,0.0864683593123721,2911.84614
39.23198845,-89.47809254,110,0.920656176765986,11948,66.75002,0.94558,8699.68749,43.24998,0.024923823234014,3248.31251
39.71654544,-90.20255104,134,1.11965240641711,11968,61.05264,0.92801,7919.15787,72.94736,0.191642406417113,4048.84212999999
39.64187451,-88.62099969,51,1.0502471169687,4856,63.65001,0.95323,8284.87501,12.65001,0.097017116968698,3428.87501
42.04165196,-89.32184679,138,0.8045239899726,17153,64.29093,0.84907,12564.27274,73.70907,0.0445460100274004,4588.72726
38.08510853,-89.36856219,98,1.09681029658646,8935,70.77647,1.01501,8732.05884,27.22353,0.0818002965864579,202.94116
40.01360584,-88.59319339,23,0.422638735758912,5442,64.55384,0.99117,8284.15389,41.55384,0.568531264241088,2842.15389
39.62265059,-90.8877017,70,1.15188415336515,6077,57.02858,1.12517,6428.90477,12.97142,0.0267141533651469,351.904769999998
37.41391284,-88.56152109,9,0.724054706355591,1243,54.04136,1.28473,6045.62066,45.04136,0.560675293644409,4802.62066
37.22631423,-89.13085001,24,1.18635689569946,2023,54.43074,1.43047,5529.84615,30.43074,0.244113104300544,3506.84615
41.2013541,-89.2869272,11,0.792507204610951,1388,83.78184,1.00134,12962.6364,72.78184,0.208832795389049,11574.6364
38.05095369,-89.82512254,133,1.05196551451396,12643,66.50403,1.11387,9064.46665,66.49597,0.06190448548604,3578.53335
38.71240969,-88.08475366,77,1.25223613595707,6149,68.73041,1.11555,7642.05258,8.26958999999999,0.136686135957066,1493.05258
37.75332999,-88.54119706,105,1.03326116906121,10162,47.40572,1.21215,6217.35719,57.59428,0.178888830938792,3944.64281
40.1571798,-90.61114163,17,0.699588477366255,2430,57.09471,1.19825,5871.0526,40.09471,0.498661522633745,3441.0526
39.6429169,-90.47814431,14,0.919238345370978,1523,58.77898,0.96347,7265.1579,44.77898,0.0442316546290217,5742.1579
39.39133527,-88.80611122,81,1.08028807682049,7498,64.37898,0.94961,8400.52636,16.62102,0.130678076820485,902.526359999996
41.09309773,-89.79745866,39,2.09227467811159,1864,60.93334,1.19433,7037.58331,21.93334,0.897944678111588,5173.58331
42.35129217,-89.662598,182,1.24974249811165,14563,72.65457,0.89584,10174.3636,109.34543,0.353902498111653,4388.6364
37.47119609,-89.25548938,67,1.00014927601135,6699,56.47406,1.32149,5982.92588,10.52594,0.321340723988655,716.074119999999
38.44272901,-87.84922065,30,0.644745325596389,4653,66.39997,1.11715,7354.75825,36.39997,0.472404674403611,2701.75825
40.84925021,-90.6147432,87,1.75509380673795,4957,65.74999,1.30419,6607.75,21.25001,0.450903806737946,1650.75
38.35309213,-89.40982703,36,0.889547813194959,4047,76.18822,1.03953,9235.88232,40.18822,0.149982186805041,5188.88232
38.42955355,-88.42586459,92,1.41800246609125,6488,66.06668,1.0687,7659.86263,25.93332,0.349302466091245,1171.86263
38.08706198,-88.17657461,54,1.01446552695848,5323,61.36663,1.17588,6717.65434,7.36663,0.161414473041518,1394.65434
40.78579374,-89.20973757,118,0.954847062631494,12358,68.05713,1.06962,8406.50001,49.94287,0.114772937368506,3951.49999
40.7457653,-84.93671406,119,1.40728476821192,8456,115.88571,1.50718,10061.54229,3.11429,0.099895231788079,1605.54229
40.60626947,-87.31093999,27,0.865351332641052,3120.12,80.35,1.56269,6711.61872,53.35,0.697338667358948,3591.49872
40.47388153,-85.32499702,75,2.09555741827326,3579,109.47368,1.58684,9071.90506,34.47368,0.508717418273261,5492.90506
39.19605589,-86.22868909,63,2.14870395634379,2932,98.30584,1.48372,8636.03548,35.30584,0.664983956343793,5704.03548
40.5807832,-86.56198812,73,1.50281778334377,4857.54166666667,93.17649,1.64877,7541.27552,20.17649,0.14595221665623,2683.73385333334
40.76135835,-86.34830753,180,1.3119319847552,13720.2234636872,91.70529,1.63842,7583.4208,88.29471,0.326488015244796,6136.80266368715
39.39561833,-87.11723506,97,1.22212422829785,7937,75.76003,1.30236,7432.80561,21.23997,0.080235771702154,504.194389999997
40.30319754,-86.47277257,144,1.34900751589902,10674.5142857143,87.68889,1.59076,7199.73453,56.31111,0.241752484100983,3474.77975571429
38.28814402,-86.44518825,45,1.38513513513514,3248.78048780488,87.65713,1.26213,9071.46706,42.65713,0.123005135135135,5822.68657219512
38.70186039,-87.07185406,161,1.83465198945075,8775.50625,69.96668,1.26428,7073.7468,91.03332,0.570371989450751,1701.75945
41.39804622,-84.99906934,161,1.20907179333133,13316,115.20003,1.43697,10336.26925,45.79997,0.227898206668669,2979.73075
39.14647946,-84.97333539,180,0.936783074177925,19214.693877551,78.848,1.25108,8319.06288,101.152,0.314296925822075,10895.630997551
39.30712658,-85.50087166,153,1.84130829800121,8309.30921052631,81.93682,1.39862,7770.12059,71.06318,0.442688298001212,539.188620526313
38.36597551,-86.8792417,172,1.18675827607745,14493.2631578947,77.76666,1.22489,8082.16017,94.23334,0.038131723922548,6411.10298789473
39.63684962,-85.17797541,161,1.97859631657541,8137.08176100629,89.97336,1.44809,7948.53183,71.02664,0.53050631657541,188.549931006293
40.12361933,-87.24217689,109,1.72056714991238,6335.12037037037,71.42222,1.3699,6644.8292,37.57778,0.350667149912378,309.708829629628
39.4142482,-85.06062647,83,1.35746606334842,6114.33333333334,82.54118,1.41075,7602.32049,0.458820000000003,0.053283936651584,1487.98715666667
41.0469907,-86.26252745,110,1.96885627349204,5587,103.42223,1.63831,8805.65539,6.57777,0.330546273492035,3218.65539
38.30393723,-87.58054938,158,1.12896222318715,13995.1538461539,61.51725,1.19956,6457.44125,96.48275,0.070597776812853,7537.71259615385
39.03630547,-86.96223202,151,1.72670097198399,8745,78.17144,1.29611,7815.69583,72.82856,0.430590971983991,929.304169999999
38.19467379,-86.10948271,156,1.20238926382748,12974.1677419355,81.7333,1.24232,8812.46802,74.2667,0.0399307361725241,4161.69972193549
40.82907273,-85.48822092,172,1.23225481011746,13958.1520467836,103.55999,1.57016,8891.50909,68.44001,0.337905189882539,5066.64295678362
38.9091582,-86.03851889,141,0.94391244870041,14937.8260869565,89.12004,1.3609,8799.558,51.87996,0.41698755129959,6138.26808695652
41.02078733,-87.11553319,161,1.49309443822322,10782.975,86.27695,1.62965,6968.52755,74.72305,0.136555561776782,3814.44745
40.43781032,-85.00576229,86,1.50309460654288,5721.52941176471,104.00002,1.58893,8454.41733,18.00002,0.0858353934571179,2732.88791823529
38.78576239,-85.43633383,176,1.62247357685889,10847.6342857143,84.74664,1.26049,9376.31899,91.25336,0.361983576858891,1471.31529571429
38.99588883,-85.62710784,119,1.48954812867693,7989,83.4154,1.31915,8638.46165,35.5846,0.170398128676931,649.461650000001
38.68861576,-87.4194665,163,1.17855038302887,13830.55,65.16926,1.21047,6680.73244,97.83074,0.031919616971126,7149.81756
41.64232188,-85.42674232,114,1.63246268656716,6983.31428571429,113.06667,1.35386,10864.64066,0.933329999999998,0.278602686567164,3881.32637428571
38.7099921,-86.80373186,30,1.18483412322275,2532,75.99997,1.25637,7726.46068,45.99997,0.0715358767772509,5194.46068
40.76940965,-86.04525048,172,1.61839863713799,10627.7894736842,100.13331,1.61822,8518.22292,71.86669,0.000178637137989934,2109.56655368421
40.04034823,-86.89335024,169,1.41150922909881,11973,79.41331,1.42198,7105.47658,89.58669,0.010470770901194,4867.52342
40.95610449,-87.39635768,74,2.45033112582781,3020,82.9867,1.55236,7313.71159,8.9867,0.897971125827814,4293.71159
41.39672484,-85.41966713,170,1.0952474085664,15521.6071428571,97.32503,1.44857,10310.81629,72.67497,0.3533225914336,5210.79085285714
38.955305,-84.96515993,27,1.11436950146628,2422.89473684211,82.01379,1.25861,9160.8473,55.01379,0.144240498533724,6737.95256315789
38.5411892,-86.49523093,104,1.80038454815592,5776.54368932039,87.82606,1.34296,8710.81261,16.17394,0.457424548155917,2934.26892067961
39.31145587,-86.83900724,135,1.99019753453141,6783.24626865672,85.26318,1.38229,8077.20872,49.73682,0.607907534531412,1293.96245134328
39.77202286,-87.20375833,57,1.25090209285543,4556.71153846154,76.37647,1.25371,7687.56996,19.37647,0.00280790714457502,3130.85842153846
38.07809328,-86.63741946,72,1.27163546450018,5662,81.23998,1.30257,7983.00092,9.23998,0.0309345354998229,2321.00092
38.40112197,-87.23574907,53,1.21503897294819,4362,67.96522,1.21197,7117.59987,14.96522,0.00306897294818898,2755.59987
38.02097333,-87.86480429,61,0.802420415680084,7602,62.51427,1.2082,6692.5703,1.51427,0.405779584319916,909.429700000001
41.04166107,-86.69890683,91,2.6239907727797,3468,87.42854,1.69034,6852.52945,3.57146,0.9336507727797,3384.52945
39.66437981,-86.84517605,135,1.23490922495623,10931.9776119403,82.15003,1.4782,7302.87838,52.84997,0.243290775043775,3629.0992319403
40.15734772,-85.01139319,159,2.34686346863469,6775,119.08247,1.59601,8504.30263,39.91753,0.750853468634687,1729.30263
39.10235626,-85.26212744,160,1.47752924276626,10828.8888888889,79.808,1.29224,8404.17165,80.192,0.185289242766263,2424.71723888889
39.62002287,-85.4655599,60,1.00837463681422,5950.16949152542,88.08892,1.5077,7834.04462,28.08892,0.49932536318578,1883.87512847458
38.68672078,-85.74627859,116,1.22466673891839,9471.96460176991,82.19261,1.27696,8862.32461,33.80739,0.052293261081608,609.639991769909
39.52305623,-85.7915857,187,1.1301494713817,16546.4838709677,96.7111,1.50986,8615.99659,90.2889,0.379710528618301,7930.48728096774
38.01519732,-87.0079644,62,1.04588394062078,5928,64.28834,1.22624,7813.41523,2.28834000000001,0.180356059379217,1885.41523
41.27890281,-86.64686895,110,2.01023391812866,5472,93.53849,1.59888,7937.10223,16.46151,0.411353918128655,2465.10223
41.64423868,-85.00101094,124,1.11140987720714,11157,114.05716,1.35673,10794.694,9.94284,0.245320122792865,362.306000000001
39.08952258,-87.41414469,79,1.28101183719799,6167,72.0696,1.19896,7528.88736,6.93040000000001,0.082051837197989,1361.88736
38.82767338,-85.03022429,31,0.813323005422153,3811.52380952381,74.17503,1.21239,8586.61904,43.17503,0.399066994577847,4775.09523047619
40.31123252,-86.05234925,91,2.32439335887612,3915,102.84442,1.63684,8556.64606,11.84442,0.687553358876117,4641.64606
39.62550777,-84.92497066,30,1.00656455142232,2980.4347826087,93.79996,1.44206,8340.51267,63.79996,0.435495448577681,5360.0778873913
39.8523352,-87.46160542,82,1.71691792294807,4776,68.17782,1.16637,7296.98279,13.82218,0.550547922948074,2520.98279
40.84704239,-85.79328272,167,1.65141265419817,10112.5542168675,99.66318,1.60408,8570.7554,67.33682,0.04733265419817,1541.79881686747
40.34728141,-87.35602659,30,1.28040973111396,2343,77.91113,1.44142,7058.43763,47.91113,0.161010268886044,4715.43763
38.60219804,-86.1049363,101,1.34343289981421,7518.05319148936,85.50402,1.33958,8476.41841,15.49598,0.003852899814206,958.365218510638
40.72934187,-85.22132966,143,1.93583322052254,7387,114.81907,1.58079,9714.78318,28.18093,0.35504322052254,2327.78318
40.74911165,-86.86492015,100,1.21437422552664,8234.69387755102,91.19998,1.66432,7230.97246,8.80002,0.449945774473358,1003.72141755102
41.13863784,-85.50791236,89,0.790940140212116,11252.4318181818,110.01904,1.49557,9747.19884,21.01904,0.704629859787884,1505.23297818182
41.33075609,-94.47105874,52,2.9066517607602,1789,37.77398,1.66222,4446.80005,14.22602,1.2444317607602,2657.80005
41.02903567,-94.69932645,14,1.51187904967603,926,36.47269,1.64182,3640.5909,22.47269,0.129940950323974,2714.5909
43.28383218,-91.37860922,65,2.02998126171143,3202,47.39998,1.20265,6605.94115,17.60002,0.827331261711431,3403.94115
40.74324454,-92.86865906,79,2.34004739336493,3376,35.76185,1.8441,3282.2273,43.23815,0.495947393364929,93.7727
41.6844628,-94.90581859,23,1.78018575851393,1292,38.862,1.72241,4283.1,15.862,0.057775758513932,2991.1
42.08011739,-92.06463573,82,1.15298087739033,7112,66.62224,1.39642,7790.05559,15.37776,0.243439122609673,678.055590000005
42.03657094,-93.9313999,67,1.04296388542964,6424,52.83598,1.4152,7217.35001,14.16402,0.372236114570361,793.350010000001
42.77461496,-92.31795937,86,1.36486272020314,6301,50.64212,1.55341,5019.05266,35.35788,0.188547279796858,1281.94734
42.4709188,-91.83510825,66,1.2134583563155,5439,59.24998,1.41533,7138.18746,6.75002,0.201871643684501,1699.18746
42.73545875,-95.15100162,65,0.94876660341556,6851,44.132,1.55553,4380.19997,20.868,0.606763396584441,2470.80003
42.73172833,-92.79015971,61,1.61889596602972,3768,49.38096,1.46593,5692.71433,11.61904,0.152965966029724,1924.71433
42.38521079,-94.64046046,26,0.860642171466402,3021,44.3295,1.5325,5104,18.3295,0.671857828533598,2083
42.03617207,-94.86032705,82,1.46167557932264,5610,44.77798,1.70156,4936.24996,37.22202,0.239884420677362,673.750040000001
41.33149454,-94.92792482,86,2.63722784421957,3261,37.61475,1.78337,4077.78949,48.38525,0.853857844219565,816.789490000001
41.77233777,-91.13246684,45,0.908356883326605,4954,74.21173,1.28782,9241.64706,29.21173,0.379463116673395,4287.64706
43.08177563,-93.2612239,180,1.42675967025999,12616,45.01597,1.47419,4912.94997,134.98403,0.0474303297400129,7703.05003
42.73538914,-95.62389402,73,2.07622298065984,3516,40.08599,1.54501,4142.04999,32.91401,0.531212980659841,626.04999
43.06001295,-92.31773347,37,1.18362124120282,3126,42.38666,1.36884,4976.99999,5.38666,0.185218758797185,1850.99999
41.02868181,-93.78499767,42,1.59090909090909,2640,38.4038,1.7232,4452.85719,3.5962,0.132290909090909,1812.85719
43.08247182,-95.15096481,52,1.09727790673138,4739,39.54199,1.5043,4155.95004,12.45801,0.407022093268622,583.049959999999
42.84443388,-91.34133693,79,1.98542347323448,3979,56.10001,1.32935,5528.68751,22.89999,0.656073473234481,1549.68751
41.89981633,-90.53275096,167,1.220938733733,13678,63.48287,1.14273,10193.57138,103.51713,0.078208733733002,3484.42862
42.03718237,-95.3819718,57,1.14780507450665,4966,35.09558,1.71072,3209.55555,21.90442,0.562914925493355,1756.44445
41.68560356,-94.04127625,155,0.584662970087888,26511,53.62285,1.47951,7066.09526,101.37715,0.894847029912112,19444.90474
40.74773536,-92.41005468,35,1.95530726256983,1790,45.14282,1.80551,3510.14281,10.14282,0.149797262569832,1720.14281
40.73742757,-93.78645949,28,1.54525386313466,1812,37.34545,1.78662,2893.31823,9.34545,0.241366136865342,1081.31823
42.47104597,-91.3664492,71,1.50999574649086,4702,68.25003,1.2465,8763.62501,2.74997,0.263495746490855,4061.62501
40.92012606,-91.18326592,158,1.43780143780144,10989,53.44797,1.42109,7381.04996,104.55203,0.0167114378014381,3607.95004
43.37787725,-95.1510206,77,1.65805340223945,4644,42.82107,1.39276,4068.10529,34.17893,0.265293402239449,575.894709999999
43.37782951,-94.67858943,55,2.08254449072321,2641,38.86198,1.33423,4981.2,16.13802,0.748314490723211,2340.2
42.86271799,-91.8441231,86,1.76518883415435,4872,43.10448,1.35765,5043.22225,42.89552,0.407538834154351,171.222249999999
43.0600053,-92.78940097,69,1.66505791505792,4144,43.41261,1.36227,5139.52633,25.58739,0.302787915057915,995.526329999999
42.73270384,-93.26256925,48,1.65631469979296,2898,52.84571,1.49256,5930.14286,4.84571,0.163754699792961,3032.14286
40.7454272,-95.60129045,29,1.80124223602485,1610,24.47999,1.56037,2727.93747,4.52001,0.240872236024845,1117.93747
42.03614551,-94.39658081,28,1.38545274616527,2021,45.59398,1.4931,6086.85004,17.59398,0.107647253834735,4065.85004
42.40183723,-92.78829551,49,1.63660654642619,2994,55.65263,1.45146,6518.10522,6.65263,0.185146546426186,3524.10522
41.68378965,-94.50111014,48,1.75566934893928,2734,54.68002,1.50867,6280.64995,6.68002,0.246999348939283,3546.64995
42.38382428,-93.70197703,86,2.18384966988319,3938,56.44,1.35373,7641.83337,29.56,0.830119669883189,3703.83337
43.08178477,-93.73454884,51,1.57748221466131,3233,48.04199,1.55316,4766.64999,2.95801,0.0243222146613049,1533.64999
42.38353877,-93.23654611,69,1.38526400321221,4981,59.38667,1.47459,6869.9444,9.61333,0.089325996787794,1888.9444
41.68330137,-95.81558439,101,2.66490765171504,3790,39.10003,1.65186,3892.72222,61.89997,1.01304765171504,102.722220000001
40.98767962,-91.54436349,82,1.2784533832242,6414,51.74478,1.49727,6880.04763,30.25522,0.218816616775803,466.04763
43.35671042,-92.31702714,37,1.61642638706859,2289,51.20002,1.21485,6155.11113,14.20002,0.401576387068589,3866.11113
42.7764426,-94.20722537,42,1.38613861386139,3030,46.13801,1.50582,4638.64999,4.13801,0.119681386138614,1608.64999
42.38696136,-95.51355387,51,2.45192307692308,2080,40.47789,1.62083,4027.78945,10.52211,0.831093076923077,1947.78945
41.68630265,-92.0643373,53,1.24034636087058,4273,68.96002,1.44669,7812.30001,15.96002,0.206343639129417,3539.30001
42.17178824,-90.57354837,73,1.33626212703643,5463,72.05333,1.08957,8548.06668,0.946669999999998,0.246692127036427,3085.06668
41.68576082,-93.05567785,122,1.19094103865678,10244,56.98401,1.43735,7571.60005,65.01599,0.246408961343225,2672.39995
41.03192394,-91.94849466,58,1.35166627825682,4291,49.51049,1.69837,6278.47619,8.48951,0.346703721743184,1987.47619
41.67169354,-91.58754744,171,0.387702353421303,44106,60.41263,1.38234,8166.68418,110.58737,0.994637646578697,35939.31582
42.12118609,-91.13139641,82,1.28607277289837,6376,73.44002,1.19183,9543.19997,8.55998,0.094242772898369,3167.19997
41.33649833,-92.1785067,54,2.20949263502455,2444,67.8182,1.58556,7181.40909,13.8182,0.62393263502455,4737.40909
43.20405458,-94.20691791,96,2.23203906068356,4301,45.18907,1.32222,5536.59088,50.81093,0.909819060683562,1235.59088
40.64181461,-91.48183025,148,1.63572060123784,9048,43.87479,1.54346,4594.43477,104.12521,0.0922606012378429,4453.56523
41.21842119,-91.26102611,66,2.26570545829042,2913,59.43202,1.38571,8271.75003,6.56798,0.879995458290422,5358.75003
41.02958964,-93.32780803,33,1.54856874706711,2131,41.64194,1.74906,4802.85711,8.64194,0.200491252932895,2671.85711
43.38107862,-96.20926845,55,1.76678445229682,3113,37.57897,1.44249,4503.05261,17.42103,0.32429445229682,1390.05261
41.33081904,-94.01554631,45,1.24035281146637,3628,51.16004,1.61822,5942.15002,6.16004,0.377867188533627,2314.15002
41.33521503,-92.64083907,93,1.63272471910112,5696,53.8495,1.62865,7053.85715,39.1505,0.00407471910112411,1357.85715
41.33445101,-93.09934783,132,1.50667731994065,8761,51.84999,1.58451,6781.10001,80.15001,0.0778326800593541,1979.89999
42.03586837,-92.9990819,128,1.14860014357502,11144,61.37897,1.37596,8178.47372,66.62103,0.227359856424982,2965.52628
41.03299766,-95.61920963,46,1.16249684104119,3957,29.84445,1.52971,3257.22221,16.15555,0.367213158958807,699.777789999999
43.35638371,-92.78887719,50,1.79340028694405,2788,41.73051,1.19937,5808.57895,8.26949,0.594030286944046,3020.57895
42.05220391,-95.95743843,53,2.59422418012726,2043,39.47779,1.60325,3860.11114,13.52221,0.990974180127264,1817.11114
41.02988815,-92.8690667,52,2.4062933826932,2161,45.09089,1.75054,3817.27272,6.90911,0.655753382693198,1656.27272
41.03018714,-95.15642896,58,2.27808326787117,2546,29.40999,1.70756,2826.09997,28.59001,0.570523267871171,280.09997
41.48370744,-91.1121697,139,1.2491013659238,11128,63.08891,1.33428,8870.11116,75.91109,0.085178634076204,2257.88884
43.08310673,-95.62474482,73,1.90550770033934,3831,40.29896,1.45729,4760.26315,32.70104,0.448217700339337,929.26315
43.37824276,-95.62422844,23,1.49350649350649,1540,40.04841,1.34552,4958.36846,17.04841,0.147986493506493,3418.36846
40.7393172,-95.1497813,54,1.42668428005284,3785,27.33602,1.63886,2861.15001,26.66398,0.21217571994716,923.84999
43.08193849,-94.67824621,40,1.68918918918919,2368,39.53712,1.46228,4034.23811,0.462879999999998,0.226909189189189,1666.23811
42.737633,-96.21366621,110,1.57300157300157,6993,37.33521,1.52999,4291.33331,72.66479,0.043011573001573,2701.66669
42.73420133,-94.67862564,30,1.5748031496063,1905,43.51999,1.59608,4185.04759,13.51999,0.0212768503937009,2280.04759
41.68625425,-92.53155731,65,1.42919964819701,4548,60.3689,1.39782,9075.83337,4.6311,0.0313796481970099,4527.83337
40.73518949,-94.24368535,39,2.98393267023718,1307,37.35651,1.72478,3090.82607,1.64349,1.25915267023718,1783.82607
42.38624071,-95.10547892,42,1.48883374689826,2821,41.88797,1.65625,3933.54999,0.112029999999997,0.167416253101737,1112.54999
41.6850066,-95.31015553,55,1.76848874598071,3110,33.92444,1.80187,2926.61107,21.07556,0.0333812540192922,183.388929999999
43.08221074,-96.1767568,95,1.08249772105743,8776,42.73261,1.42362,5260.4737,52.26739,0.341122278942571,3515.5263
42.03621213,-93.46499005,101,0.441452860701954,22879,60.94949,1.40249,8017.99996,40.05051,0.961037139298046,14861.00004
42.07991767,-92.53266945,97,2.12207394443229,4571,59.08001,1.37275,8950.5294,37.91999,0.74932394443229,4379.5294
40.73710579,-94.69778563,25,1.66333998669328,1503,33.06669,1.70745,2659.09527,8.06669,0.0441100133067198,1156.09527
41.0277278,-94.24234847,54,1.72413793103448,3132,33.47455,1.66998,4021.90909,20.52545,0.0541579310344831,889.909090000001
40.75326764,-91.95017958,28,1.67364016736402,1673,47.80949,1.77335,3810.80948,19.80949,0.0997098326359829,2137.80948
41.33559454,-93.56007641,151,1.05211817168339,14352,51.67997,1.61722,6838.25005,99.32003,0.565101828316611,7513.74995
41.33577126,-91.71725711,88,1.31795716639209,6677,54.2926,1.40628,7410.47364,33.7074,0.0883228336079081,733.473639999999
40.73969028,-93.32752197,34,2.27272727272727,1496,42.21819,1.82397,3310.86359,8.21819,0.448757272727273,1814.86359
42.42853483,-94.17987389,181,1.51464435146444,11950,47.49265,1.41695,6393.26319,133.50735,0.0976943514644351,5556.73681
43.37751174,-93.73407298,47,1.37066200058326,3429,45.15203,1.30173,6236.14997,1.84797,0.0689320005832599,2807.14997
43.29094334,-91.84422722,55,1.23985572587917,4436,42.5378,1.2913,5671.11109,12.4622,0.0514442741208299,1235.11109
43.37750768,-93.26087602,17,0.840751730959446,2022,44.77265,1.25105,6451.00002,27.77265,0.410298269040554,4429.00002
42.73305373,-93.73515113,70,1.75175175175175,3996,48.11812,1.44712,5574.38094,21.88188,0.304631751751752,1578.38094
37.88582951,-95.30030847,64,1.27135478744537,5034,52.10094,1.42277,5759.66665,11.89906,0.151415212554629,725.666649999998
38.21413251,-95.29272815,37,1.45211930926217,2548,63.29411,1.34208,7336.88234,26.29411,0.110039309262166,4788.88234
39.53185661,-95.30870026,44,0.88549003823707,4969,53.75997,1.34375,6830.26666,9.75997,0.45825996176293,1861.26666
37.2288586,-98.68460053,12,0.988467874794069,1214,16.01091,1.67602,1523.54542,4.01091,0.687552125205931,309.54542
38.47889676,-98.75636726,123,1.6229053964903,7579,32.48306,1.66897,3259.30769,90.51694,0.0460646035096981,4319.69231
37.85508555,-94.84865997,63,1.15173674588665,5470,48.13682,1.51398,5196.63161,14.86318,0.362243254113346,273.368390000001
39.82652589,-95.56421698,51,1.63513946777813,3119,37.02222,1.41154,3931.72219,13.97778,0.223599467778134,812.72219
38.30292938,-96.59563862,9,1.14213197969543,788,49.82854,1.38127,4970.49999,40.82854,0.239138020304568,4182.49999
37.14994405,-96.2454192,22,2.24032586558045,982,54.21457,1.52229,5608.99997,32.21457,0.718035865580448,4626.99997
37.16928494,-94.8462897,96,1.31976904041793,7274,62.98498,1.47186,6707.87504,33.01502,0.152090959582073,566.124959999999
39.78580976,-101.7318201,16,2.20689655172414,725,11.89998,1.50138,1274.30001,4.10002,0.705516551724138,549.30001
37.23577007,-99.81883015,8,1.40597539543058,569,20.03387,1.65904,2426.38462,12.03387,0.25306460456942,1857.38462
39.34948772,-97.16518128,44,1.81219110378913,2428,34.69997,1.39446,3846.62504,9.30003,0.417731103789127,1418.62504
39.48028352,-97.64925343,50,1.89897455374098,2633,30.44999,1.47224,3335.68751,19.55001,0.42673455374098,702.68751
38.2365018,-95.73379515,47,1.68458781362007,2790,47.37777,1.31039,5814.8333,0.377769999999998,0.374197813620072,3024.8333
37.1911452,-99.27113247,18,3.30882352941176,544,22.95003,1.59133,2565.41669,4.95003,1.71749352941176,2021.41669
37.23781842,-96.83776647,173,1.40547566821025,12309,58.82002,1.52413,6013.87503,114.17998,0.118654331789747,6295.12497
37.50675523,-94.85245778,142,0.957453981525184,14831,53.87113,1.49744,5772.05556,88.12887,0.539986018474817,9058.94444
39.78468441,-100.4594081,21,2.69922879177378,778,13.44307,1.73064,1277.53851,7.55693,0.968588791773779,499.53851
38.86600962,-97.15532383,96,1.65203923593185,5811,52.15,1.35746,5684.62495,43.85,0.294579235931853,126.375050000001
39.79067154,-95.14056866,39,1.38790035587189,2810,40.61173,1.41573,4018.29408,1.61173,0.0278296441281138,1208.29408
38.88503636,-95.2925121,168,0.499049429657795,33664,59.69232,1.11766,8163.92306,108.30768,0.618610570342205,25500.07694
37.88735543,-99.31263309,16,2.38450074515648,671,23.69537,1.81616,2449.69231,7.69537,0.568340745156483,1778.69231
37.45338105,-96.24369667,12,1.75695461200586,683,48.42573,1.48881,5022.21424,36.42573,0.268144612005857,4339.21424
38.91458712,-99.31751551,90,1.08108108108108,8325,24.58463,1.70318,2421.69227,65.41537,0.622098918918919,5903.30773
38.69677695,-98.20462799,33,1.36759220886863,2413,46.56001,1.63971,4008.73329,13.56001,0.272117791131372,1595.73329
38.04340344,-100.7381938,125,0.946682823386852,13204,25.16,1.73163,3102.86667,99.84,0.784947176613148,10101.13333
37.69200114,-99.88825298,123,1.02363515312916,12016,23.63001,1.7183,2962.99996,99.36999,0.694664846870839,9053.00004
38.56443815,-95.28644341,100,1.23839009287926,8075,58.80004,1.31619,7134.78572,41.19996,0.0777999071207429,940.21428
38.99871131,-96.7577178,89,0.792731807250379,11227,45.19997,1.35159,5044.50003,43.80003,0.558858192749622,6182.49997
38.91588178,-100.4829321,23,2.5,920,19.32335,1.99763,2068.24996,3.67665,0.50237,1148.24996
39.34987223,-99.88332493,18,2.40641711229947,748,18.87001,1.89096,1782.91665,0.870010000000001,0.515457112299465,1034.91665
37.56227336,-101.3079758,40,1.45348837209302,2752,24.19667,1.38045,3290.41671,15.80333,0.073038372093023,538.41671
37.73836671,-100.4369088,23,1.64285714285714,1400,26.81143,1.69588,3349.42857,3.81143,0.053022857142857,1949.42857
38.4808095,-101.8061079,6,1.53846153846154,390,11.93093,1.69166,1064.36364,5.93093,0.153198461538462,674.36364
37.8774388,-96.23250453,25,1.16495806150979,2146,42.415,1.49691,4422.4375,17.415,0.331951938490214,2276.4375
37.99978709,-101.7921066,5,0.919117647058824,544,19.09232,1.55016,2167.5385,14.09232,0.631042352941176,1623.5385
37.19175361,-98.07578384,29,1.53358011634056,1891,22.60999,1.32357,2498.12495,6.39001,0.21001011634056,607.124949999999
38.04293782,-97.42747573,133,1.14556416881998,11610,50.87998,1.34659,4755.40002,82.12002,0.201025831180017,6854.59998
37.5620394,-100.8710738,14,1.26353790613718,1108,24.82001,1.36373,3322.4286,10.82001,0.100192093862816,2214.4286
38.08780079,-99.89829881,13,2.64765784114053,491,23.11998,1.8012,2794.15385,10.11998,0.846457841140529,2303.15385
39.41673394,-95.79356799,37,0.807155322862129,4584,49.69416,1.2609,6999.70586,12.69416,0.453744677137871,2415.70586
39.2347941,-95.38289232,70,1.24267708148411,5633,58.60001,1.31124,7177.18749,11.39999,0.0685629185158889,1544.18749
